HASH,FILE,DONE,AUTHOR,CREATE,MODIFY,TYPE
6ce38ad65e7911884b6f27ac2bc3379b0077669e,src/core/src/main/java/org/locationtech/geogig/api/RevFeatureType.java,x,Gabriel Roldan (Boundless),2012,2014,java
a8e572223edd0eb229c499036034cf5b61d66df9,src/core/src/main/java/org/locationtech/geogig/api/RevFeatureTypeImpl.java,x,Gabriel Roldan (Boundless),2014,2014,java
3be2a915d1e9fca7304b1d065ed69f9ea27c2d9f,src/core/src/main/java/org/locationtech/geogig/api/RevObject.java,x,Gabriel Roldan (Boundless),2012,2014,java
b5f050f437824f9d4e484d321f66108d7c715ebb,src/core/src/main/java/org/locationtech/geogig/api/RevPerson.java,x,Michael Fawcett (LMN Solutions),2012,2014,java
a8e572223edd0eb229c499036034cf5b61d66df9,src/core/src/main/java/org/locationtech/geogig/api/RevPersonImpl.java,x,Gabriel Roldan (Boundless),2014,2014,java
3be2a915d1e9fca7304b1d065ed69f9ea27c2d9f,src/core/src/main/java/org/locationtech/geogig/api/RevTag.java,x,Gabriel Roldan (Boundless),2012,2014,java
a8e572223edd0eb229c499036034cf5b61d66df9,src/core/src/main/java/org/locationtech/geogig/api/RevTagImpl.java,x,Gabriel Roldan (Boundless),2014,2014,java
3be2a915d1e9fca7304b1d065ed69f9ea27c2d9f,src/core/src/main/java/org/locationtech/geogig/api/RevTree.java,x,Gabriel Roldan (Boundless),2012,2014,java
c4e45f56e3095a92cb305834a06c08651a4b0ffb,src/core/src/main/java/org/locationtech/geogig/api/RevTreeBuilder.java,x,Gabriel Roldan (Boundless),2012,2014,java
c4e45f56e3095a92cb305834a06c08651a4b0ffb,src/core/src/main/java/org/locationtech/geogig/api/RevTreeImpl.java,x,Gabriel Roldan (Boundless),2012,2014,java
b4cf9011ff06cf94b1fb2531ca3f8feb0d2efdf8,src/core/src/main/java/org/locationtech/geogig/api/SubProgressListener.java,x,Victor Olaya (Boundless),2014,2014,java
75284ffb8bb5efcb06b74aa80393c2d1ab807139,src/core/src/main/java/org/locationtech/geogig/api/SymRef.java,x,Gabriel Roldan (Boundless),2012,2014,java
cfc05352c03bd7e64230fd5b06e7c779a5cd3da8,src/core/src/main/java/org/locationtech/geogig/api/data/FindFeatureTypeTrees.java,x,Gabriel Roldan (Boundless),2013,2014,java
93618f492e32297d3aa19e348faa858e109f2c19,src/core/src/main/java/org/locationtech/geogig/api/data/ForwardingFeatureCollection.java,x,Gabriel Roldan (Boundless),2014,2014,java
93618f492e32297d3aa19e348faa858e109f2c19,src/core/src/main/java/org/locationtech/geogig/api/data/ForwardingFeatureIterator.java,x,Gabriel Roldan (Boundless),2014,2014,java
93618f492e32297d3aa19e348faa858e109f2c19,src/core/src/main/java/org/locationtech/geogig/api/data/ForwardingFeatureSource.java,x,Gabriel Roldan (Boundless),2014,2014,java
cc37e7a0dbaa49ba7aff134ad9ed10008086487b,src/core/src/main/java/org/locationtech/geogig/api/hooks/CannotRunGeogigOperationException.java,x,Victor Olaya (Boundless),2013,2014,java
10c8c6b27b9c36461f36e6c454b5200f3e487f05,src/core/src/main/java/org/locationtech/geogig/api/hooks/CommandHook.java,x,Gabriel Roldan (Boundless),2014,2014,java
10c8c6b27b9c36461f36e6c454b5200f3e487f05,src/core/src/main/java/org/locationtech/geogig/api/hooks/CommandHookChain.java,x,Gabriel Roldan (Boundless),2014,2014,java
4d97c1a3352d650b65ed6125e0ddadcfc58d618b,src/core/src/main/java/org/locationtech/geogig/api/hooks/CommandHooksDecorator.java,x,Gabriel Roldan (Boundless),2014,2014,java
cc37e7a0dbaa49ba7aff134ad9ed10008086487b,src/core/src/main/java/org/locationtech/geogig/api/hooks/GeoGigAPI.java,x,Victor Olaya (Boundless),2013,2014,java
cc37e7a0dbaa49ba7aff134ad9ed10008086487b,src/core/src/main/java/org/locationtech/geogig/api/hooks/Hookable.java,x,Victor Olaya (Boundless),2013,2014,java
cc37e7a0dbaa49ba7aff134ad9ed10008086487b,src/core/src/main/java/org/locationtech/geogig/api/hooks/Hookables.java,x,Victor Olaya (Boundless),2013,2014,java
10c8c6b27b9c36461f36e6c454b5200f3e487f05,src/core/src/main/java/org/locationtech/geogig/api/hooks/JVMScriptHook.java,x,Gabriel Roldan (Boundless),2014,2014,java
cc37e7a0dbaa49ba7aff134ad9ed10008086487b,src/core/src/main/java/org/locationtech/geogig/api/hooks/Scripting.java,x,Victor Olaya (Boundless),2013,2014,java
10c8c6b27b9c36461f36e6c454b5200f3e487f05,src/core/src/main/java/org/locationtech/geogig/api/hooks/ShellScriptHook.java,x,Gabriel Roldan (Boundless),2014,2014,java
116b4685f540a4eb3def073fd5faee2e5c7910ac,src/core/src/main/java/org/locationtech/geogig/api/plumbing/CatObject.java,x,Gabriel Roldan (Boundless),2012,2014,java
37f71a9572358f002c991cae94dcb92a0f388130,src/core/src/main/java/org/locationtech/geogig/api/plumbing/CheckSparsePath.java,x,Johnathan Garrett (LMN Solutions),2014,2014,java
5bd37ec2c31f71fbd75e6d82114e17b92fe6c346,src/core/src/main/java/org/locationtech/geogig/api/plumbing/CommitFromDateOp.java,x,Victor Olaya (Boundless),2013,2014,java
0957d088ca9b52461380a8439f995015a3bafe8a,src/core/src/main/java/org/locationtech/geogig/api/plumbing/CreateDeduplicator.java,x,David Winslow (Boundless),2013,2014,java
37062abb67fb1354515524c38dd7043702216f41,src/core/src/main/java/org/locationtech/geogig/api/plumbing/CreateTree.java,x,Gabriel Roldan (Boundless),2012,2014,java
37062abb67fb1354515524c38dd7043702216f41,src/core/src/main/java/org/locationtech/geogig/api/plumbing/DeepMove.java,x,Gabriel Roldan (Boundless),2012,2014,java
d0e4fdfa6f630720b6ea09b87807d2aacca6c3eb,src/core/src/main/java/org/locationtech/geogig/api/plumbing/DescribeFeatureType.java,x,Johnathan Garrett (LMN Solutions),2012,2014,java
cb7d951582aa02b5a15235302cdb1339658f36b2,src/core/src/main/java/org/locationtech/geogig/api/plumbing/DiffBounds.java,x,Jillian Crossley (Cornell University),2014,2014,java
8ad5523f66b92bafb3f2fa56869e9da43d917fe5,src/core/src/main/java/org/locationtech/geogig/api/plumbing/DiffCount.java,x,Gabriel Roldan (Boundless),2012,2014,java
18a68a0c71577c11d59fa52027a0949a3782d439,src/core/src/main/java/org/locationtech/geogig/api/plumbing/DiffFeature.java,x,Victor Olaya (Boundless),2013,2014,java
6ce38ad65e7911884b6f27ac2bc3379b0077669e,src/core/src/main/java/org/locationtech/geogig/api/plumbing/DiffIndex.java,x,Gabriel Roldan (Boundless),2012,2014,java
6ce38ad65e7911884b6f27ac2bc3379b0077669e,src/core/src/main/java/org/locationtech/geogig/api/plumbing/DiffTree.java,x,Gabriel Roldan (Boundless),2012,2014,java
6ce38ad65e7911884b6f27ac2bc3379b0077669e,src/core/src/main/java/org/locationtech/geogig/api/plumbing/DiffWorkTree.java,x,Gabriel Roldan (Boundless),2012,2014,java
191b1c635b2dd021e6ebd346fbb467293f684a7f,src/core/src/main/java/org/locationtech/geogig/api/plumbing/FindCommonAncestor.java,x,Johnathan Garrett (LMN Solutions),2012,2014,java
37062abb67fb1354515524c38dd7043702216f41,src/core/src/main/java/org/locationtech/geogig/api/plumbing/FindOrCreateSubtree.java,x,Gabriel Roldan (Boundless),2012,2014,java
37062abb67fb1354515524c38dd7043702216f41,src/core/src/main/java/org/locationtech/geogig/api/plumbing/FindTreeChild.java,x,Gabriel Roldan (Boundless),2012,2014,java
a7c87008b16ffe68bcbd91c890b887e72203faa6,src/core/src/main/java/org/locationtech/geogig/api/plumbing/ForEachRef.java,x,Gabriel Roldan (Boundless),2012,2014,java
d0e4fdfa6f630720b6ea09b87807d2aacca6c3eb,src/core/src/main/java/org/locationtech/geogig/api/plumbing/HashObject.java,x,Johnathan Garrett (LMN Solutions),2012,2014,java
589afdf5aa4459a7f35141bff76991239de1ec0c,src/core/src/main/java/org/locationtech/geogig/api/plumbing/HashObjectFunnels.java,x,Gabriel Roldan (Boundless),2012,2014,java
5c75f1e3dcfeecc88859cf376636513d7b9ff996,src/core/src/main/java/org/locationtech/geogig/api/plumbing/LsRemote.java,x,Gabriel Roldan (Boundless),2012,2014,java
c2b0997c1dfa0f744cc95e88b77bf0f0d17ad3c4,src/core/src/main/java/org/locationtech/geogig/api/plumbing/LsTreeOp.java,x,Victor Olaya (Boundless),2012,2014,java
5bd37ec2c31f71fbd75e6d82114e17b92fe6c346,src/core/src/main/java/org/locationtech/geogig/api/plumbing/ParseTimestamp.java,x,Victor Olaya (Boundless),2013,2014,java
0e0e0062eac4ed893568e8e5ed5cd07dea3e0843,src/core/src/main/java/org/locationtech/geogig/api/plumbing/RebuildGraphOp.java,x,Johnathan Garrett (LMN Solutions),2013,2014,java
1f0db67ea912ffeb63ecd48e25f11aa2cd3017a6,src/core/src/main/java/org/locationtech/geogig/api/plumbing/RefParse.java,x,Gabriel Roldan (Boundless),2012,2014,java
ba3b4ec0681290c29083f0283088fed95e60b969,src/core/src/main/java/org/locationtech/geogig/api/plumbing/ResolveBranchId.java,x,Victor Olaya (Boundless),2013,2014,java
b639e1f493262c5a54f7fdec420aeb4056a77e32,src/core/src/main/java/org/locationtech/geogig/api/plumbing/ResolveFeatureType.java,x,Victor Olaya (Boundless),2012,2014,java
1f0db67ea912ffeb63ecd48e25f11aa2cd3017a6,src/core/src/main/java/org/locationtech/geogig/api/plumbing/ResolveGeogigDir.java,x,Gabriel Roldan (Boundless),2012,2014,java
1f0db67ea912ffeb63ecd48e25f11aa2cd3017a6,src/core/src/main/java/org/locationtech/geogig/api/plumbing/ResolveObjectType.java,x,Gabriel Roldan (Boundless),2012,2014,java
cc37e7a0dbaa49ba7aff134ad9ed10008086487b,src/core/src/main/java/org/locationtech/geogig/api/plumbing/ResolveRepository.java,x,Victor Olaya (Boundless),2013,2014,java
6ce38ad65e7911884b6f27ac2bc3379b0077669e,src/core/src/main/java/org/locationtech/geogig/api/plumbing/ResolveTreeish.java,x,Gabriel Roldan (Boundless),2012,2014,java
1f0db67ea912ffeb63ecd48e25f11aa2cd3017a6,src/core/src/main/java/org/locationtech/geogig/api/plumbing/RevObjectParse.java,x,Gabriel Roldan (Boundless),2012,2014,java
1f0db67ea912ffeb63ecd48e25f11aa2cd3017a6,src/core/src/main/java/org/locationtech/geogig/api/plumbing/RevParse.java,x,Gabriel Roldan (Boundless),2012,2014,java
111ca16244d859b439a19ff1c6f5e0bd32c143e7,src/core/src/main/java/org/locationtech/geogig/api/plumbing/TransactionBegin.java,x,Johnathan Garrett (LMN Solutions),2013,2014,java
111ca16244d859b439a19ff1c6f5e0bd32c143e7,src/core/src/main/java/org/locationtech/geogig/api/plumbing/TransactionEnd.java,x,Johnathan Garrett (LMN Solutions),2013,2014,java
37062abb67fb1354515524c38dd7043702216f41,src/core/src/main/java/org/locationtech/geogig/api/plumbing/UpdateIndex.java,x,Gabriel Roldan (Boundless),2012,2014,java
1f0db67ea912ffeb63ecd48e25f11aa2cd3017a6,src/core/src/main/java/org/locationtech/geogig/api/plumbing/UpdateRef.java,x,Gabriel Roldan (Boundless),2012,2014,java
1f0db67ea912ffeb63ecd48e25f11aa2cd3017a6,src/core/src/main/java/org/locationtech/geogig/api/plumbing/UpdateSymRef.java,x,Gabriel Roldan (Boundless),2012,2014,java
d757525a25c75ae1f980ecaacb61052ebcb935c8,src/core/src/main/java/org/locationtech/geogig/api/plumbing/WalkGraphOp.java,x,Johnathan Garrett (LMN Solutions),2013,2014,java
37062abb67fb1354515524c38dd7043702216f41,src/core/src/main/java/org/locationtech/geogig/api/plumbing/WriteBack.java,x,Gabriel Roldan (Boundless),2012,2014,java
37062abb67fb1354515524c38dd7043702216f41,src/core/src/main/java/org/locationtech/geogig/api/plumbing/WriteTree.java,x,Gabriel Roldan (Boundless),2012,2014,java
85fa479a9f5f07cece51f44cccd9381d9548fa49,src/core/src/main/java/org/locationtech/geogig/api/plumbing/WriteTree2.java,x,Gabriel Roldan (Boundless),2013,2014,java
18a68a0c71577c11d59fa52027a0949a3782d439,src/core/src/main/java/org/locationtech/geogig/api/plumbing/diff/AttributeDiff.java,x,Victor Olaya (Boundless),2013,2013,java
18a68a0c71577c11d59fa52027a0949a3782d439,src/core/src/main/java/org/locationtech/geogig/api/plumbing/diff/AttributeDiffFactory.java,x,Victor Olaya (Boundless),2013,2013,java
18a68a0c71577c11d59fa52027a0949a3782d439,src/core/src/main/java/org/locationtech/geogig/api/plumbing/diff/DefaultGeometryDiffImpl.java,x,Victor Olaya (Boundless),2013,2013,java
c4e45f56e3095a92cb305834a06c08651a4b0ffb,src/core/src/main/java/org/locationtech/geogig/api/plumbing/diff/DepthTreeIterator.java,x,Gabriel Roldan (Boundless),2012,2013,java
da000e0cae33844845064b3fb0f68cf966335268,src/core/src/main/java/org/locationtech/geogig/api/plumbing/diff/DiffCountConsumer.java,x,Gabriel Roldan (Boundless),2014,2014,java
0a9e5a070af6ae4cc8a6e522ea32a5478599222e,src/core/src/main/java/org/locationtech/geogig/api/plumbing/diff/DiffEntry.java,x,Gabriel Roldan (Boundless),2012,2014,java
2c1b3009ec57882cab8d4e38925ec944ff60fabe,src/core/src/main/java/org/locationtech/geogig/api/plumbing/diff/DiffObjectCount.java,x,Victor Olaya (Boundless),2013,2014,java
99b42c30e91db7b5d48410f6b4d9b385849eadc9,src/core/src/main/java/org/locationtech/geogig/api/plumbing/diff/DiffPathFilter.java,x,Gabriel Roldan (Boundless),2014,2014,java
90f5a0ffec1792e46b4f5fe2e99de2f8f31e9a82,src/core/src/main/java/org/locationtech/geogig/api/plumbing/diff/DiffSummary.java,x,Gabriel Roldan (Boundless),2014,2014,java
da000e0cae33844845064b3fb0f68cf966335268,src/core/src/main/java/org/locationtech/geogig/api/plumbing/diff/DiffTreeVisitor.java,x,Gabriel Roldan (Boundless),2014,2014,java
6ce38ad65e7911884b6f27ac2bc3379b0077669e,src/core/src/main/java/org/locationtech/geogig/api/plumbing/diff/DiffTreeWalk.java,--,Gabriel Roldan (Boundless),2012,2014,java
18a68a0c71577c11d59fa52027a0949a3782d439,src/core/src/main/java/org/locationtech/geogig/api/plumbing/diff/FeatureDiff.java,x,Victor Olaya (Boundless),2013,2014,java
18a68a0c71577c11d59fa52027a0949a3782d439,src/core/src/main/java/org/locationtech/geogig/api/plumbing/diff/FeatureTypeDiff.java,x,Victor Olaya (Boundless),2013,2013,java
18a68a0c71577c11d59fa52027a0949a3782d439,src/core/src/main/java/org/locationtech/geogig/api/plumbing/diff/GenericAttributeDiffImpl.java,x,Victor Olaya (Boundless),2013,2014,java
18a68a0c71577c11d59fa52027a0949a3782d439,src/core/src/main/java/org/locationtech/geogig/api/plumbing/diff/GeometryAttributeDiff.java,x,Victor Olaya (Boundless),2013,2014,java
18a68a0c71577c11d59fa52027a0949a3782d439,src/core/src/main/java/org/locationtech/geogig/api/plumbing/diff/LCSGeometryDiffImpl.java,x,Victor Olaya (Boundless),2013,2013,java
85fa479a9f5f07cece51f44cccd9381d9548fa49,src/core/src/main/java/org/locationtech/geogig/api/plumbing/diff/MutableTree.java,x,Gabriel Roldan (Boundless),2013,2014,java
18a68a0c71577c11d59fa52027a0949a3782d439,src/core/src/main/java/org/locationtech/geogig/api/plumbing/diff/Patch.java,x,Victor Olaya (Boundless),2013,2014,java
18a68a0c71577c11d59fa52027a0949a3782d439,src/core/src/main/java/org/locationtech/geogig/api/plumbing/diff/PatchSerializer.java,x,Victor Olaya (Boundless),2013,2014,java
99b42c30e91db7b5d48410f6b4d9b385849eadc9,src/core/src/main/java/org/locationtech/geogig/api/plumbing/diff/PathFilteringDiffConsumer.java,x,Gabriel Roldan (Boundless),2014,2014,java
c4e45f56e3095a92cb305834a06c08651a4b0ffb,src/core/src/main/java/org/locationtech/geogig/api/plumbing/diff/TreeDiffEntryIterator.java,--,Gabriel Roldan (Boundless),2012,2013,java
85fa479a9f5f07cece51f44cccd9381d9548fa49,src/core/src/main/java/org/locationtech/geogig/api/plumbing/diff/TreeDifference.java,x,Gabriel Roldan (Boundless),2013,2013,java
ce4cb060713c8d5207057b243a25ddaef007d8e5,src/core/src/main/java/org/locationtech/geogig/api/plumbing/diff/VerifyPatchOp.java,x,Victor Olaya (Boundless),2013,2014,java
ce4cb060713c8d5207057b243a25ddaef007d8e5,src/core/src/main/java/org/locationtech/geogig/api/plumbing/diff/VerifyPatchResults.java,x,Victor Olaya (Boundless),2013,2013,java
18a68a0c71577c11d59fa52027a0949a3782d439,src/core/src/main/java/org/locationtech/geogig/api/plumbing/diff/diff_match_patch.java,x,Victor Olaya (Boundless),2013,2013,java
f5e6f04053d5730464e84a7afd9e65c4f534abe1,src/core/src/main/java/org/locationtech/geogig/api/plumbing/merge/CheckMergeScenarioOp.java,x,Victor Olaya (Boundless),2013,2014,java
ba3b4ec0681290c29083f0283088fed95e60b969,src/core/src/main/java/org/locationtech/geogig/api/plumbing/merge/Conflict.java,x,Victor Olaya (Boundless),2013,2014,java
6af071c584e88d04790adf2a06c1bc9490e7ba43,src/core/src/main/java/org/locationtech/geogig/api/plumbing/merge/ConflictsCheckOp.java,x,Gabriel Roldan (Boundless),2014,2014,java
ba3b4ec0681290c29083f0283088fed95e60b969,src/core/src/main/java/org/locationtech/geogig/api/plumbing/merge/ConflictsReadOp.java,x,Victor Olaya (Boundless),2013,2014,java
ba3b4ec0681290c29083f0283088fed95e60b969,src/core/src/main/java/org/locationtech/geogig/api/plumbing/merge/ConflictsWriteOp.java,x,Victor Olaya (Boundless),2013,2014,java
f5e6f04053d5730464e84a7afd9e65c4f534abe1,src/core/src/main/java/org/locationtech/geogig/api/plumbing/merge/MergeFeaturesOp.java,x,Victor Olaya (Boundless),2013,2014,java
f5e6f04053d5730464e84a7afd9e65c4f534abe1,src/core/src/main/java/org/locationtech/geogig/api/plumbing/merge/MergeScenarioReport.java,x,Victor Olaya (Boundless),2013,2013,java
ba3b4ec0681290c29083f0283088fed95e60b969,src/core/src/main/java/org/locationtech/geogig/api/plumbing/merge/ReadMergeCommitMessageOp.java,x,Victor Olaya (Boundless),2013,2014,java
14d53573abec6b6eb2a78be3270142c247aa2f64,src/core/src/main/java/org/locationtech/geogig/api/plumbing/merge/ReportCommitConflictsOp.java,x,Victor Olaya (Boundless),2013,2014,java
f5e6f04053d5730464e84a7afd9e65c4f534abe1,src/core/src/main/java/org/locationtech/geogig/api/plumbing/merge/ReportMergeScenarioOp.java,x,Victor Olaya (Boundless),2013,2014,java
ba3b4ec0681290c29083f0283088fed95e60b969,src/core/src/main/java/org/locationtech/geogig/api/plumbing/merge/SaveMergeCommitMessageOp.java,x,Victor Olaya (Boundless),2013,2014,java
1f0db67ea912ffeb63ecd48e25f11aa2cd3017a6,src/core/src/main/java/org/locationtech/geogig/api/porcelain/AddOp.java,x,Gabriel Roldan (Boundless),2012,2014,java
18a68a0c71577c11d59fa52027a0949a3782d439,src/core/src/main/java/org/locationtech/geogig/api/porcelain/ApplyPatchOp.java,x,Victor Olaya (Boundless),2013,2014,java
14440c1af51b5505039f59040a7e6beb6577566b,src/core/src/main/java/org/locationtech/geogig/api/porcelain/BlameException.java,x,Johnathan Garrett (LMN Solutions),2014,2014,java
138fff0c99a2de4dd4cefdb215051d84ce0b5f2a,src/core/src/main/java/org/locationtech/geogig/api/porcelain/BlameOp.java,x,Victor Olaya (Boundless),2013,2014,java
138fff0c99a2de4dd4cefdb215051d84ce0b5f2a,src/core/src/main/java/org/locationtech/geogig/api/porcelain/BlameReport.java,x,Victor Olaya (Boundless),2013,2013,java
1f0db67ea912ffeb63ecd48e25f11aa2cd3017a6,src/core/src/main/java/org/locationtech/geogig/api/porcelain/BranchCreateOp.java,x,Gabriel Roldan (Boundless),2012,2014,java
1f0db67ea912ffeb63ecd48e25f11aa2cd3017a6,src/core/src/main/java/org/locationtech/geogig/api/porcelain/BranchDeleteOp.java,x,Gabriel Roldan (Boundless),2012,2014,java
a7c87008b16ffe68bcbd91c890b887e72203faa6,src/core/src/main/java/org/locationtech/geogig/api/porcelain/BranchListOp.java,x,Gabriel Roldan (Boundless),2012,2014,java
1478f20061e4c57c2d90b0b14ebbcb5ff11483dc,src/core/src/main/java/org/locationtech/geogig/api/porcelain/BranchRenameOp.java,x,Johnathan Garrett (LMN Solutions),2013,2014,java
18a68a0c71577c11d59fa52027a0949a3782d439,src/core/src/main/java/org/locationtech/geogig/api/porcelain/CannotApplyPatchException.java,x,Victor Olaya (Boundless),2013,2013,java
a7c87008b16ffe68bcbd91c890b887e72203faa6,src/core/src/main/java/org/locationtech/geogig/api/porcelain/CheckoutException.java,x,Gabriel Roldan (Boundless),2012,2013,java
1f0db67ea912ffeb63ecd48e25f11aa2cd3017a6,src/core/src/main/java/org/locationtech/geogig/api/porcelain/CheckoutOp.java,x,Gabriel Roldan (Boundless),2012,2014,java
2652a289b99098a0558a41dc7962d8b8c8c91eb9,src/core/src/main/java/org/locationtech/geogig/api/porcelain/CheckoutResult.java,x,Kelsey Ishmael (LMN Solutions),2013,2013,java
1c00e80891f92c48817e40d941b49f60b8b4b2aa,src/core/src/main/java/org/locationtech/geogig/api/porcelain/CherryPickOp.java,x,Johnathan Garrett (LMN Solutions),2012,2014,java
25e5d1887fa5464bb5d98812ef19421b13da3bd6,src/core/src/main/java/org/locationtech/geogig/api/porcelain/CleanOp.java,x,Victor Olaya (Boundless),2012,2014,java
1f0db67ea912ffeb63ecd48e25f11aa2cd3017a6,src/core/src/main/java/org/locationtech/geogig/api/porcelain/CloneOp.java,x,Gabriel Roldan (Boundless),2012,2014,java
1f0db67ea912ffeb63ecd48e25f11aa2cd3017a6,src/core/src/main/java/org/locationtech/geogig/api/porcelain/CommitOp.java,x,Gabriel Roldan (Boundless),2012,2014,java
b5f050f437824f9d4e484d321f66108d7c715ebb,src/core/src/main/java/org/locationtech/geogig/api/porcelain/ConfigException.java,x,Michael Fawcett (LMN Solutions),2012,2013,java
950a410e273957e1c521075e7ae2818ae2912eef,src/core/src/main/java/org/locationtech/geogig/api/porcelain/ConfigGet.java,x,Victor Olaya (Boundless),2013,2014,java
b5f050f437824f9d4e484d321f66108d7c715ebb,src/core/src/main/java/org/locationtech/geogig/api/porcelain/ConfigOp.java,x,Michael Fawcett (LMN Solutions),2012,2014,java
95e7ca8a64bd15515fa8b7dba5882e92cf582053,src/core/src/main/java/org/locationtech/geogig/api/porcelain/ConflictsException.java,x,Johnathan Garrett (LMN Solutions),2014,2014,java
18a68a0c71577c11d59fa52027a0949a3782d439,src/core/src/main/java/org/locationtech/geogig/api/porcelain/CreatePatchOp.java,x,Victor Olaya (Boundless),2013,2014,java
1f0db67ea912ffeb63ecd48e25f11aa2cd3017a6,src/core/src/main/java/org/locationtech/geogig/api/porcelain/DiffOp.java,x,Gabriel Roldan (Boundless),2012,2014,java
f5e6f04053d5730464e84a7afd9e65c4f534abe1,src/core/src/main/java/org/locationtech/geogig/api/porcelain/FeatureNodeRefFromRefspec.java,x,Victor Olaya (Boundless),2013,2014,java
a6b373032949ae10f118da6736b1e1e6747f78e5,src/core/src/main/java/org/locationtech/geogig/api/porcelain/FetchOp.java,x,Johnathan Garrett (LMN Solutions),2012,2014,java
5c75f1e3dcfeecc88859cf376636513d7b9ff996,src/core/src/main/java/org/locationtech/geogig/api/porcelain/FetchResult.java,x,Gabriel Roldan (Boundless),2012,2014,java
1f0db67ea912ffeb63ecd48e25f11aa2cd3017a6,src/core/src/main/java/org/locationtech/geogig/api/porcelain/InitOp.java,x,Gabriel Roldan (Boundless),2012,2014,java
1f0db67ea912ffeb63ecd48e25f11aa2cd3017a6,src/core/src/main/java/org/locationtech/geogig/api/porcelain/LogOp.java,x,Gabriel Roldan (Boundless),2012,2014,java
95e7ca8a64bd15515fa8b7dba5882e92cf582053,src/core/src/main/java/org/locationtech/geogig/api/porcelain/MergeConflictsException.java,x,Johnathan Garrett (LMN Solutions),2014,2014,java
0fd07fddbdf70911b67d25104c43d3374cae1f8e,src/core/src/main/java/org/locationtech/geogig/api/porcelain/MergeOp.java,x,Johnathan Garrett (LMN Solutions),2012,2014,java
1f0db67ea912ffeb63ecd48e25f11aa2cd3017a6,src/core/src/main/java/org/locationtech/geogig/api/porcelain/NothingToCommitException.java,x,Gabriel Roldan (Boundless),2012,2013,java
a6b373032949ae10f118da6736b1e1e6747f78e5,src/core/src/main/java/org/locationtech/geogig/api/porcelain/PullOp.java,x,Johnathan Garrett (LMN Solutions),2012,2014,java
42a426a71c697cbd1babab2ebeac04c5aff298e7,src/core/src/main/java/org/locationtech/geogig/api/porcelain/PullResult.java,x,Kelsey Ishmael (LMN Solutions),2013,2014,java
a6b373032949ae10f118da6736b1e1e6747f78e5,src/core/src/main/java/org/locationtech/geogig/api/porcelain/PushOp.java,x,Johnathan Garrett (LMN Solutions),2012,2014,java
61939266b5875f4a440db111ed015d1022bd02ab,src/core/src/main/java/org/locationtech/geogig/api/porcelain/RebaseConflictsException.java,x,Victor Olaya (Boundless),2013,2014,java
1f0db67ea912ffeb63ecd48e25f11aa2cd3017a6,src/core/src/main/java/org/locationtech/geogig/api/porcelain/RebaseOp.java,x,Gabriel Roldan (Boundless),2012,2014,java
f7a881780b5a044b216f0eeee9374784ef0ebd7a,src/core/src/main/java/org/locationtech/geogig/api/porcelain/RemoteAddOp.java,x,Johnathan Garrett (LMN Solutions),2012,2014,java
f7a881780b5a044b216f0eeee9374784ef0ebd7a,src/core/src/main/java/org/locationtech/geogig/api/porcelain/RemoteException.java,x,Johnathan Garrett (LMN Solutions),2012,2013,java
f7a881780b5a044b216f0eeee9374784ef0ebd7a,src/core/src/main/java/org/locationtech/geogig/api/porcelain/RemoteListOp.java,x,Johnathan Garrett (LMN Solutions),2012,2014,java
f7a881780b5a044b216f0eeee9374784ef0ebd7a,src/core/src/main/java/org/locationtech/geogig/api/porcelain/RemoteRemoveOp.java,x,Johnathan Garrett (LMN Solutions),2012,2014,java
5c75f1e3dcfeecc88859cf376636513d7b9ff996,src/core/src/main/java/org/locationtech/geogig/api/porcelain/RemoteResolve.java,x,Gabriel Roldan (Boundless),2012,2014,java
fce7f34222bca8cde9865763112ac843c8763c99,src/core/src/main/java/org/locationtech/geogig/api/porcelain/RemoveOp.java,x,Victor Olaya (Boundless),2012,2014,java
191b1c635b2dd021e6ebd346fbb467293f684a7f,src/core/src/main/java/org/locationtech/geogig/api/porcelain/ResetOp.java,x,Johnathan Garrett (LMN Solutions),2012,2014,java
0c566e4235e0b94dca71b12c1e88c2fd82bf0fd5,src/core/src/main/java/org/locationtech/geogig/api/porcelain/RevertConflictsException.java,x,Victor Olaya (Boundless),2013,2013,java
8485c17320ee72842cf95956e3b94035bbd00ed8,src/core/src/main/java/org/locationtech/geogig/api/porcelain/RevertOp.java,x,Johnathan Garrett (LMN Solutions),2013,2014,java
7ed8366b5b1eedc4b3e470b0a16a2790143e08c8,src/core/src/main/java/org/locationtech/geogig/api/porcelain/SquashOp.java,x,Victor Olaya (Boundless),2013,2014,java
9778f340dc06c42831e7d4effa666f925e8a7a6a,src/core/src/main/java/org/locationtech/geogig/api/porcelain/StatusOp.java,x,Ben Carriel (Cornell University),2014,2014,java
d757525a25c75ae1f980ecaacb61052ebcb935c8,src/core/src/main/java/org/locationtech/geogig/api/porcelain/SynchronizationException.java,x,Johnathan Garrett (LMN Solutions),2013,2014,java
96c35db51d5acdf73b40e781fea331b7aefc4ac6,src/core/src/main/java/org/locationtech/geogig/api/porcelain/TagCreateOp.java,x,Victor Olaya (Boundless),2013,2014,java
96c35db51d5acdf73b40e781fea331b7aefc4ac6,src/core/src/main/java/org/locationtech/geogig/api/porcelain/TagListOp.java,x,Victor Olaya (Boundless),2013,2014,java
